label,translation
UEFA Euro 2016 qualifying broadcasting rights,Droit de diffusion éliminatoire à l 2016 de l
2015 Nigerian general election,Élection général nigérian de 2015
Nigerian general election  2015,Élection général nigérian de 2015
Arunachal University of Studies,Université d d
Datsun mi-DO,Datsun mi-do
2014 Nippon Professional Baseball draft,2014 repêchage de baseball professionnel Nippon
2016 United States Senate election in Kentucky,Élection sénatoriale américaine de 2016 dans le Kentucky
United States Senate election in Kentucky  2016,Élection sénatoriale américaine dans le Kentucky 2016
WGBH Educational Foundation,Fondation éducatif WGBH
GBH Educational Foundation,Fondation pour l GBH
Monument to Minin and Pozharsky,Monument à Minin et Pozharski
Manisa FK,Manisa FK
Manisa Büyükşehir Belediye SK,Manisa Büyükşehir Belediye SK
transhumanist politics,politique transhumanist
NHS Commissioning Board,Conseil de mise en service de NH
2016 United States House of Representatives elections in Texas,Élection de 2016 à le Chambre de représentant de États-Unis au Texas
United States House of Representatives elections in Texas  2016,Élection de le Chambre de représentant de États-Unis au Texa 2016
2016 United States Senate election in South Carolina,Élection sénatoriale américaine de 2016 en Caroline de Sud
United States Senate election in South Carolina  2016,Élection sénatorial américaine en Caroline de Sud 2016
Ford NAA tractor,Tracteur Ford NAA
Fiumara d'Arte,Fiumara d
MOOC Arab World,MOOC Monde Arabe
Bank OCBC NISP,Banque OCBC NISP
CT Corp,L
2015–16 NCAA Division I men's basketball season,Saison 2015-16 de le Division I de le NCAA
2015-16 NCAA Division I men's basketball season,Saison 2015-16 de basketball masculin de le division I de le NCAA
1961 Syrian coup d'état,Coup d syrien de 1961
BlackBerry Classic,BlackBerry Classique
2016 United States House of Representatives elections in California,Élection de 2016 à le Chambre de représentant de États-Unis en Californie
United States House of Representatives elections in California  2016,Élection de le Chambre de représentant de États-Unis en Californie 2016
Environmental issues in Brazil,Question environnemental au Brésil
MYTV Broadcasting,Diffusion MYTV
Union of Islamic Iran People Party,Partir de l de peuple islamique d
Badr University in Cairo,Université de Badr au Caire
Women's Big Bash League,Ligue de Big Bash Féminin
Rebel Women's Big Bash League,Rebel Women Big Bash League
1980 United States presidential election in Iowa,Élection présidentiel américain de 1980 dans l
United States presidential election in Iowa  1980,Élection présidentiel américain dans l 1980
2018 Michigan gubernatorial election,Élection de gouverneur de Michigan de 2018
Michigan gubernatorial election  2018,Élection de gouverneur de Michigan 2018
Commercial Bank of Dubai,Banque Commercial de Dubaï
religion and alcohol,le religion et l
1980 United States presidential election in Arizona,Élection présidentiel américain de 1980 en Arizona
United States presidential election in Arizona  1980,Élection présidentiel américain en Arizona 1980
FC Gießen,FC Gießen
SC Teutonia Watzenborn-Steinberg,SC Teutonia Watzenborn-Steinberg
2016 United States Senate election in Connecticut,Élection sénatoriale américaine de 2016 dans le Connecticut
United States Senate election in Connecticut  2016,Élection sénatoriale américaine dans le Connecticut 2016
Samara National Research University named after academician S.P. Korolev,Université national de recherche de Samara nommer en l de l S.P. Korolev
Kakao TV,Kakao TV
1968 United States presidential election in Ohio,Élection présidentiel américain de 1968 dans l
United States presidential election in Ohio  1968,Élection présidentiel américain de 1968 dans l
IDFC FIRST Bank,Banque IDFC FIRST
IDFC Bank,Banque IDFC
Ministry of Skill Development and Entrepreneurship,Ministère de Développement de compétence et de l
2018 California gubernatorial election,Élection de gouverneur de le Californie de 2018
California gubernatorial election  2018,Élection de gouverneur de Californie 2018
2016 United States presidential election in Kansas,Élection présidentiel américain de 2016 au Kansas
United States presidential election in Kansas  2016,Élection présidentiel américain de 2016 au Kansas
2016 United States presidential election in Louisiana,Élection présidentiel américain de 2016 en Louisiane
United States presidential election in Louisiana  2016,Élection présidentiel américain en Louisiane 2016
2016 United States presidential election in Maine,Élection présidentiel américain de 2016 dans le Maine
United States presidential election in Maine  2016,Élection présidentiel américain dans le Maine 2016
2016 United States presidential election in Massachusetts,Élection présidentiel américain de 2016 dans le Massachusetts
United States presidential election in Massachusetts  2016,Élection présidentiel américain dans le Massachusetts 2016
2016 United States presidential election in Mississippi,Élection présidentiel américain de 2016 dans le Mississippi
United States presidential election in Mississippi  2016,Élection présidentiel américain dans le Mississippi 2016
Mom's Touch,Le Touche de Maman
Mercedes-Benz GLC Coupe,Mercede-Benz Coupe
2016 Assam Legislative Assembly election,Élection de l législatif de l en 2016
Assam Legislative Assembly election  2016,Élection à l législatif de l 2016
1962 Argentine coup d'état,1962 Coup d en Argentine
1960 United States presidential election in Hawaii,1960 Élection présidentiel américain à Hawaï
United States presidential election in Hawaii  1960,Élection présidentiel américain à Hawaï 1960
Datsun redi-GO,Datsun redi-GO
Mango TV,Télévision Mango
diving at the 2016 Summer Olympics – men's synchronized 3 metre springboard,plongeon à Jeu olympique d de 2016 – tremplin synchroniser de 3 mètre masculin
diving at the 2016 Summer Olympics - men's synchronized 3 metre springboard,plongeon à Jeu olympique d de 2016 - tremplin synchroniser masculin de 3 mètre
Dinkoist religion,Religion dinkoiste
NarrowBand IOT,narrowband de l
2018 Maryland gubernatorial election,Élection de gouverneur de Maryland de 2018
Maryland gubernatorial election  2018,Élection de gouverneur de Maryland 2018
coloniality of gender,colonialité de genre
peripheral feminism,féminisme périphérique
decolonial feminism,féminisme décolonial
NLEX Road Warriors,NLE Guerriers de route
2018 AFF Championship,Championnat AFF 2018
AFF Suzuki Cup 2018,AFF Coupe Suzuki 2018
shooting at the 2016 Summer Olympics – men's 10 metre air rifle,fusillade à Jeu olympique d de 2016 – carabin à air comprimé masculin de 10 mètre
shooting at the 2016 Summer Olympics - men's 10 metre air rifle,fusillade à Jeu olympique d de 2016 - fusil à air 10 mètre masculin
Concerns and controversies at the 2016 Summer Olympics,Préoccupation et controverse à Jeu olympique d de 2016
swimming at the 2016 Summer Olympics – women's 4 × 200 metre freestyle relay,nage à Jeu olympique d de 2016 – reler 4 × féminin de 200 mètre nage libre
swimming at the 2016 Summer Olympics - women's 4 x 200 metre freestyle relay,nage à Jeu olympique d de 2016 - reler 4 × 200 mètre nage libre féminin
wrestling at the 2016 Summer Olympics – men's freestyle 57 kg,lutte à Jeu olympique d de 2016 - 57 kilogramme nager libre homme
wrestling at the 2016 Summer Olympics - men's freestyle 57 kg,lutte à Jeu olympique d de 2016 - 57 kilogramme nager libre homme
triathlon at the 2016 Summer Olympics – women's,triathlon à Jeu olympique d de 2016 – femme
triathlon at the 2016 Summer Olympics - women's,triathlon à Jeu olympique d de 2016 - femme
wrestling at the 2016 Summer Olympics – men's freestyle 65 kg,lutte à Jeu olympique d de 2016 - 65 kilogramme nage libre homme
wrestling at the 2016 Summer Olympics - men's freestyle 65 kg,lutte à Jeu olympique d de 2016 - 65 kilogramme nage libre homme
Karposh's Rebellion,Le rébellion de Karposh
Honda Civic 10th generation,Honda Civic dixième génération
Tomb of Anarkali,Tombeau d
2018 Nevada gubernatorial election,Élection de gouverneur de Nevada de 2018
Nevada gubernatorial election  2018,Élection de gouverneur de Nevada 2018
Students for Trump,Un étudiant pour Trump
Popular Front of Islamic Revolution Forces,Front populaire de Force de le Révolution Islamique
2016–17 NFL playoffs,Série éliminatoire de le NFL 2016-2017
2016-17 NFL playoffs,2016-17 Série éliminatoire de le NFL
Insolvency and Bankruptcy Board of India,Conseil d et de faillite de l
INFLIBNET Centre,INFLIBNET Centre
Information and Library Network,Réseau d et de bibliothèque
2019 National Games of India,Jeu national de l 2019
1968 United States presidential election in Minnesota,Élection présidentiel américain de 1968 dans le Minnesota
United States presidential election in Minnesota  1968,Élection présidentiel américain de 1968 dans le Minnesota
1976 United States presidential election in Oklahoma,Élection présidentiel américain de 1976 dans l
United States presidential election in Oklahoma  1976,Élection présidentiel américain de 1976 en Oklahoma
1968 United States presidential election in the District of Columbia,Élection présidentiel américain de 1968 dans le district de Columbia
United States presidential election in the District of Columbia  1968,Élection présidentiel américain de 1968 dans le district de Columbia
1998 Arkansas gubernatorial election,Élection de gouverneur de l en 1998
Arkansas gubernatorial election  1998,Élection de gouverneur de l 1998
2018 Rhode Island gubernatorial election,Élection de gouverneur de Rhode Island de 2018
Rhode Island gubernatorial election  2018,Élection de gouverneur de Rhode Island 2018
2018 United States Senate election in Nevada,Élection sénatoriale américaine de 2018 dans le Nevada
United States Senate election in Nevada  2018,Élection sénatoriale américaine dans le Nevada 2018
United States presidential elections in Hawaii,Élection présidentiel américain à Hawaï
United States presidential elections in Ohio,Élection présidentiel américain en Ohio
United States presidential elections in Texas,Élection présidentiel américain au Texas
1996 West Bengal Legislative Assembly election,Élection de l législatif de Bengale-Ouest de 1996
West Bengal Legislative Assembly election  1996,Élection à l législatif de Bengale-Ouest 1996
United States House of Representatives elections in Minnesota  2018,Élection de le Chambre de représentant de États-Unis dans le Minnesota 2018
fashion merchandising,merchandising de mode
contingent election,élection conditionnel
Baseball Hall of Fame balloting  2018,Bulletin de vote au Temple de le renommée de baseball 2018
2016 Central Tottori earthquake,Séisme de 2016 dans le centre de Tottori
Chronicles of the Land of Moldavia,Chronique de pays de Moldavie
1972 United States presidential election in Arizona,Élection présidentiel américain de 1972 en Arizona
United States presidential election in Arizona  1972,Élection présidentiel américain de 1972 en Arizona
2018 United States Senate election in Connecticut,Élection sénatoriale américaine de 2018 dans le Connecticut
United States Senate election in Connecticut  2018,Élection sénatoriale américaine dans le Connecticut 2018
2018 United States House of Representatives elections in Pennsylvania,Élection de le Chambre de représentant de États-Unis de 2018 en Pennsylvanie
United States House of Representatives elections in Pennsylvania  2018,Élection de le Chambre de représentant de États-Unis en Pennsylvanie 2018
1968 United States presidential election in Mississippi,Élection présidentiel américain de 1968 dans le Mississippi
United States presidential election in Mississippi  1968,Élection présidentiel américain de 1968 dans le Mississippi
1960 United States presidential election in Mississippi,1960 Élection présidentiel américain dans le Mississippi
United States presidential election in Mississippi  1960,Élection présidentiel américain dans le Mississippi 1960
2017–18 NCAA Division I men's basketball season,Saison 2017-2018 de basketball masculin de le division I de le NCAA
2017-18 NCAA Division I men's basketball season,Saison 2017-18 de basketball masculin de le division I de le NCAA
2017 FIFA U-20 World Cup squads,Coupe de monde U-20 de le FIFA 2017
Microsoft Dynamics 365 for Finance and Operations,Microsoft Dynamic 365 pour le finance et le opération
United States House of Representatives elections in Virginia  2018,Élection de le Chambre de représentant de États-Unis en Virginie 2018
2018 Karnataka Legislative Assembly election,Élection de l législatif de Karnataka 2018
Karnataka Legislative Assembly election  2018,Élection à l législatif de Karnataka 2018
2018 Chhattisgarh Legislative Assembly election,Élection à l législatif de Chhattisgarh de 2018
Chhattisgarh Legislative Assembly election  2018,Élection à l législatif de Chhattisgarh 2018
Levc TX,Levc TX
USAFacts Institute,Institut USAFacts
1968 United States presidential election in Louisiana,Élection présidentiel américain de 1968 en Louisiane
United States presidential election in Louisiana  1968,Élection présidentiel américain de 1968 en Louisiane
1968 United States presidential election in Arkansas,Élection présidentiel américain de 1968 dans l
United States presidential election in Arkansas  1968,Élection présidentiel américain de 1968 dans l
1964 United States presidential election in South Carolina,Élection présidentiel américain de 1964 en Caroline de Sud
United States presidential election in South Carolina  1964,Élection présidentiel américain de 1964 en Caroline de Sud
1964 United States presidential election in Wyoming,Élection présidentiel américain de 1964 dans le Wyoming
United States presidential election in Wyoming  1964,Élection présidentiel américain de 1964 dans le Wyoming
1964 United States presidential election in Michigan,Élection présidentiel américain de 1964 dans le Michigan
United States presidential election in Michigan  1964,Élection présidentiel américain dans le Michigan de 1964
1960 United States presidential election in Georgia,Élection présidentiel américain de 1960 en Géorgie
United States presidential election in Georgia  1960,Élection présidentiel américain en Géorgie 1960
1960 United States presidential election in West Virginia,Élection présidentiel américain de 1960 en Virginie-Occidental
United States presidential election in West Virginia  1960,Élection présidentiel américain en Virginie-Occidental 1960
2018 Moto2 season,Saison 2018 Moto2
2018 Moto3 season,Saison 2018 Moto3
2019 Baja California state election,Élection dans l de Basse-Californie de 2019
2002 Punjab Legislative Assembly election,Élection à l législatif de Pendjab en 2002
2017 CrossFit Games,Jeu CrossFit 2017
Por México al Frente,Por México al Frente
2004 Romanian general election,Élection général roumain de 2004
Romanian general election  2004,Élection général roumain de 2004
full breakfast,petit déjeuner complet
Office of the Vice President of the United States,Bureau de vice-président de États-Unis
Vice President's Ceremonial Office,Bureau de cérémonie de vice-président
2018 United States House of Representatives elections in Texas,Élection de 2018 à le Chambre de représentant de États-Unis au Texas
United States House of Representatives elections in Texas  2018,Élection de le Chambre de représentant de États-Unis au Texa 2018
Toyota JPN Taxi,Toyota JPN Taxi
1948 United States presidential election in Arizona,Élection présidentiel américain de 1948 en Arizona
United States presidential election in Arizona  1948,Élection présidentiel américain de 1948 en Arizona
2018 Super GT Series,Série Super GT 2018
IHI Stage Around Tokyo,Stage IHI autour de Tokyo
Puerto Rico at the 2020 Summer Olympics,Porto Rico à Jeu olympique d de 2020
2020 United States Senate election in Texas,Élection sénatoriale américaine de 2020 au Texas
United States Senate election in Texas  2020,Élection sénatorial américaine au Texa 2020
2017–18 NFL playoffs,Série éliminatoire de le NFL 2017-2018
2017-18 NFL playoffs,Série éliminatoire NFL 2017-18
2018 FIVB Volleyball Women's Nations League,Ligue de Nations FIVB de volley-ball féminin 2018
2021 NCAA Division I Men's Ice Hockey Tournament,Tournoi de hockey sur glace masculin de le Division I de le NCAA 2021
Monument to the victims of 2010 Smolensk air crash in Warsaw,Monument à victime de crash aérien de Smolensk en 2010 à Varsovie
Ambedkar birth place,Lieu de naissance Ambedkar
Kalashnikov USA,Kalashnikov États-Unis
Local elections in Bogota for 2019,Élection local à Bogota pour 2019
List of animation studios owned by The Walt Disney Company,Liste de studio d appartenir à The Walt Disney Company
2018–19 UEFA Champions League knockout phase,Ligue de champion de l 2018-2019 phase à élimination direct
2018-19 UEFA Champions League knockout phase,2018-19 phase à élimination direct de le Ligue de champion de l
FC LNZ-Lebedyn,FC LNZ-Lebedyn
2024 IIHF World Championship,Championnat mondial 2024 de l
2019 IIHF Women's World Championship,Championnat mondial féminin 2019 de l
2019 Major League Baseball draft,Repêchage de le Ligue majeur de baseball 2019
2021 ICC World Twenty20,2021 CCI Monde 2020
Neotenic complex syndrome,Syndrome de complexe néoténique
Next Turkish parliamentary election,Prochain élection législatif turc
Plant genetic resources,Ressource phytogénétique
plant genetic resources for food and agriculture,ressource phytogénétique pour l et l
volleyball at the 2020 Summer Olympics – women's qualification,volleyball à Jeu olympique d de 2020 – qualification féminin
volleyball at the 2020 Summer Olympics - women's qualification,volley-ball à Jeu olympique d de 2020 - qualification féminin
monarchism in Brazil,monarchisme au Brésil
Volkswagen Jetta VII,Volkswagen Jetta 7 Plus
athletics at the 2018 Asian Games – men's javelin throw,athlétisme à Jeu asiatique de 2018 – lancer de javelot masculin
athletics at the 2018 Asian Games - men's javelin throw,athlétisme à Jeu asiatique de 2018 - lancer de javelot masculin
2018 Russian pension protests,Manifestation sur le retraite russe 2018
2019 Copa de la Superliga,2019 Copa de le Superliga
Sony Xperia XZ3,Sony Xperia XZ3
Sony XZ3,Sony XZ3
Xperia XZ3,Modèle: Xperia XZ3
2019 Indonesian general election,Élection général indonésien de 2019
Indonesian general election  2019,Élection général indonésien de 2019
Finnish people first,Le Finlandais d
2020 United States presidential election in Michigan,Élection présidentiel américain de 2020 dans le Michigan
2020 United States presidential election in Minnesota,Élection présidentiel américain de 2020 dans le Minnesota
2020 United States House of Representatives elections in California,Élection de le Chambre de représentant de États-Unis en 2020 en Californie
2020 United States House of Representatives elections in Hawaii,Élection de le Chambre de représentant de États-Unis en 2020 à Hawaï
2020 United States House of Representatives elections in Nebraska,Élection de le Chambre de représentant de États-Unis en 2020 dans le Nebraska
2020 United States presidential election in Louisiana,Élection présidentiel américain de 2020 en Louisiane
1991 Uttar Pradesh Legislative Assembly election,Élection de l législatif de l Pradesh en 1991
Partido Federal ng Pilipinas,Partido Federal ng Pilipina
Federal Party of the Philippines,Parti fédéral de Philippine
2019 MLS Cup Playoffs,éliminatoire de le Coupe MLS 2019
UFC Fight Night: Lewis vs. dos Santos,UFC Fight Night : Lewis vs. dos Santos
UFC Fight Night: Wichita,Soirée de combat de l Wichita
UFC Wichita,UFC Wichita
UFC Fight Night on ESPN+: Lewis vs. dos Santos,UFC Fight Night sur ESPN+: Lewis vs. dos Santos
UFC on ESPN+: Lewis vs. dos Santos,UFC sur ESPN+: Lewis vs. dos Santos
UFC on ESPN+ 4,UFC sur ESPN+ 4
UFC Fight Night 146,Nuit de combat de l 146
UFC Fight Night: Till vs. Masvidal,UFC Fight Night: Till vs. Masculin
UFC Fight Night: London,UFC Fight Night : Londres
UFC London,UFC Londres
UFC Fight Night on ESPN+: Till vs. Masvidal,UFC Fight Night sur ESPN+: Till vs. Masculin
UFC on ESPN+: Till vs. Masvidal,UFC sur ESPN+: Till vs. Masculin
UFC on ESPN+ 5,UFC sur ESPN+ 5
UFC Fight Night 147,Nuit de combat de l 147
The Match: Tiger vs. Phil,Le match: Tiger vs Phil
Manny Pacquiao vs. Adrien Broner,Manny Pacquiao vs. Jean-François Bélanger
esports at the 2019 Southeast Asian Games,Resport à Jeu d de Sud-Est de 2019
2019 Arunachal Pradesh Legislative Assembly election,2019 ** Élection à l législatif
Dongfeng Fengon ix5,Dongfeng Fengon ix5
Lapis Re: LiGHTs,Lapis Re: Luminaires
2020 Green Party presidential primaries,Primaire présidentiel de Parti Vert 2020
2019 Indian general election in Rajasthan,Élection général indien de 2019 au Rajasthan
2019 Indian general election in Tripura,Élection général indien de 2019 à Tripura
2020 Men's World Ice Hockey Championships,Championnat de monde de hockey sur glace masculin 2020
2020 AFC U-19 Championship,Championnat de l U-19 2020
2019 FIVB Volleyball Men's U21 World Championship,Championnat de monde de volley-ball masculin U21 FIVB 2019
DIY Division,Division de bricolage
2020 Supercopa do Brasil,2019 Supercopa do Brasil
swimming at the 2020 Summer Olympics – women's 200 metre individual medley,natation à Jeu olympique d de 2020 – 200 mètre quatre nage individuel féminin
swimming at the 2020 Summer Olympics - women's 200 metre individual medley,natation à Jeu olympique d de 2020 - 200 mètre quatre nage individuel féminin
swimming at the 2020 Summer Olympics – women's 4 × 100 metre medley relay,natation à Jeu olympique d de 2020 – reler 4 × femme sur 100 mètre quatre nage
swimming at the 2020 Summer Olympics - women's 4 x 100 metre medley relay,nage à Jeu olympique d de 2020 - reler 4 x 100 mètre quatre nage féminin
swimming at the 2020 Summer Olympics – men's 4 × 100 metre medley relay,natation à Jeu olympique d de 2020 - reler masculin 4 × 100 mètre quatre nage
swimming at the 2020 Summer Olympics - men's 4 x 100 metre medley relay,natation à Jeu olympique d de 2020 - reler 4 x 100 mètre quatre nage masculin
Republican Party of Chile,Parti républicain de Chili
Partido Republicano de Chile,Partido Republicano de Chile
FC Makhachkala,FC Makhachkala
2020 Women's Cricket World Cup Qualifier,Qualification de le Coupe de monde de cricket féminin 2020
2022 AFC Women's Asian Cup,Coupe d féminine de l 2022
2019–20 Liga MX season,Saison Liga M 2019-20
2019-20 Liga MX season,Saison 2019-20 de Liga MX
ARM Cortex-A77,ARM Cortex-A77
2020 American Samoa Democratic caucuses,2020 Samoa américain Caucus démocratique
Mercedes-Benz M139 engine,Moteur Mercedes-Benz M139
San Diego Loyal SC,San Diego Loyal SC
1982 Kerala Legislative Assembly election,1982 élection à l législatif de Kerala
1980 Kerala Legislative Assembly election,1980 élection à l législatif de Kerala
2020 United States House of Representatives elections in Maryland,Élection de le Chambre de représentant de États-Unis en 2020 dans le Maryland
2020 United States House of Representatives elections in Washington,Élection de 2020 à le Chambre de représentant de États-Unis à Washington
2020 United States House of Representatives elections in Alabama,Élection de 2020 à le Chambre de représentant de États-Unis en Alabama
2020 United States House of Representatives elections in Colorado,Élection de le Chambre de représentant de États-Unis en 2020 dans le Colorado
2022 Rhode Island gubernatorial election,Élection de gouverneur de Rhode Island de 2022
2020 United States House of Representatives elections in Minnesota,Élection de 2020 à le Chambre de représentant de États-Unis dans le Minnesota
taekwondo at the 2020 Summer Olympics – women's 67 kg,taekwondo à Jeu olympique d de 2020 - 67 kilogramme femme
taekwondo at the 2020 Summer Olympics - women's 67 kg,taekwondo à Jeu olympique d de 2020 - 67 kilogramme femme
Taekwondo at the 2020 Summer Olympics – Women's 67 kg,Taekwondo à Jeu olympique d de 2020 - 67 kilogramme femme
shooting at the 2020 Summer Olympics – mixed 10 metre air rifle,tir à Jeu olympique d de 2020 – fusil à air mixte 10 mètre
shooting at the 2020 Summer Olympics - mixed 10 metre air rifle,tir à Jeu olympique d de 2020 - fusil à air mixte 10 mètre
shooting at the 2020 Summer Olympics – mixed trap,tir à Jeu olympique d de 2020 – piéger mixte
shooting at the 2020 Summer Olympics - mixed trap,tir à Jeu olympique d de 2020 - piège mixte
Shooting at the 2020 Summer Olympics – Mixed trap team,Tournage à Jeu olympique d de 2020 – Équipe de trapp mixte
diving at the 2020 Summer Olympics – men's synchronized 10 metre platform,Plongée à Jeu olympique d de 2020 – plateform synchronisé masculin de 10 mètre
diving at the 2020 Summer Olympics - men's synchronized 10 metre platform,Plongée à Jeu olympique d de 2020 - plateform synchronisé masculin de 10 mètre
2020 Copa de la Superliga,Copa de le Superliga 2020
Sheikh Hasina National Institute of Burn and Plastic Surgery,Sheikh Hasina Institut national de brûlure et de le chirurgie plastique
2021 FIVB Volleyball Women's Nations League,Ligue de nation féminin de volley-ball FIVB 2021
LA Force,LE Force
Xiaomi Mi CC9 Pro,Xiaomi Mi CC9 Plus
2019 Superclásico de las Américas,2019 Superclásico de las Américas
canoeing at the 2020 Summer Olympics – men's slalom C-1,canoë à Jeu olympique d de 2020 – slalom masculin C-1
canoeing at the 2020 Summer Olympics - men's slalom C-1,canoë à Jeu olympique d de 2020 - slalom masculin C-1
wrestling at the 2020 Summer Olympics – men's freestyle 65 kg,Lutte à Jeu olympique d de 2020 - 65 kilogramme nage libre homme
wrestling at the 2020 Summer Olympics - men's freestyle 65 kg,lutte à Jeu olympique d de 2020 - 65 kilogramme nage libre homme
Wrestling at the 2020 Summer Olympics – Men's freestyle 65 kg,Lutte à Jeu olympique d de 2020 - 65 kilogramme nage libre homme
2019 Buenos Aires provincial election,Élection provincial de 2019 à Buenos Aire
wrestling at the 2020 Summer Olympics – men's Greco-Roman 97 kg,Lutte à Jeu olympique d de 2020 - Greco-Romain 97 kilogramme homme
wrestling at the 2020 Summer Olympics - men's Greco-Roman 97 kg,Lutte à Jeu olympique d de 2020 - gréco-romain homme 97 kilogramme
wrestling at the 2020 Summer Olympics – women's freestyle 62 kg,lutte à Jeu olympique d de 2020 - 62 kilogramme nager libre femme
wrestling at the 2020 Summer Olympics - women's freestyle 62 kg,lutte à Jeu olympique d de 2020 - nage libre femme 62 kilogramme
wrestling at the 2020 Summer Olympics – women's freestyle 68 kg,lutte à Jeu olympique d de 2020 - 68 kilogramme nager libre femme
wrestling at the 2020 Summer Olympics - women's freestyle 68 kg,lutte à Jeu olympique d de 2020 - 68 kilogramme nager libre femme
2020 Categoría Primera B season,Categoría Primera B saison 2020
weightlifting at the 2020 Summer Olympics – men's 61 kg,Haltérophilie à Jeu olympique d de 2020 - 61 kilogramme homme
weightlifting at the 2020 Summer Olympics - men's 61 kg,Haltérophilie à Jeu olympique d de 2020 - 61 kilogramme homme
Confederation of the Polish Crown,Confédération de le Couronne polonaise
ViacomCBS Networks UK & Australia,viacomcb Networks Royaume-Uni et Australie
Topfreedom in the United States,Topfreedom à États-Unis
2020 Bihar Legislative Assembly election,Élection à l législatif de Bihar en 2020
2021 ISA World Surfing Games,Jeu mondial de surf de l 2021
2021 Asian Men's Volleyball Championship,Championnat d de volley-ball masculin 2021
uncontested election,élection incontesté
unopposed election,élection sans opposition
elected unopposed,élu sans opposition
walkover election,élection de parachutisme
elected by acclamation,élu par acclamation
election by acclamation,élection par acclamation
election by default,élection par défaut
elected by default,élu par défaut
92nd Japanese High School Baseball Invitational Tournament,92 tournoi de baseball sur invitation de école secondaire japonais
2020 Surakarta mayoral election,Élection à le mairie de Surakarta de 2020
OTT Airlines,Compagnie aérien OTT
Lamborghini Aventador SVJ,Lamborghini Aventador SVJ
2020–21 NL season,Saison 2020–21 NL
2020-21 NL season,Saison 2020-21 NL
POCO F2 Pro,POCO F2 Pro
George Floyd protests in New York City,George Floyd manifeste à New York
George Floyd protests in NYC,George Floyd manifeste à New York
George Floyd protests (New York City),George Floyd proteste (New York)
George Floyd protests (NYC),George Floyd proteste (NYC)
We can!,On pouvoir !
2020 Pennsylvania Auditor General election,Élection de vérificateur général de le Pennsylvanie de 2020
2020–21 NWHL season,Saison 2020-2021 de le NWHL
2021 Cambridgeshire and Peterborough mayoral election,Élection à le mairie de Cambridgeshire et Peterborough en 2021
2021 President of the Chamber of Deputies of Brazil election,Élection de Président de le Chambre de député de Brésil 2021
2022 Philippine general election,Élection général philippine de 2022
Advance NZ,Advance NZ
electoral history of Andrew Cuomo,histoire électoral d Cuomo
BonBon Girls 303,Fille bonbon 303
BonBon Girls,Fille BonBon
The Southern Book Club's Guide to Slaying Vampires,Guide de Club de lecture de Sud pour tuer le vampire
2020 Makassar mayoral election,Élection de le mairie de Makassar 2020
2024 South Korean legislative election,Élection législatif sud-coréenne de 2024
Women  Race and Class,Femme cours et classe
2020 West Sumatra gubernatorial election,Élection de gouverneur de l de Sumatra en 2020
2020–21 Sheffield Shield season,Saison 2020-2021 Sheffield Shield
2020-21 Sheffield Shield season,Saison 2020-21 Sheffield Shield
2021 Virginia Attorney General election,Élection de procureur général de le Virginie 2021
2020–21 II liga,2020-2021 II liga
2020–21 III liga,2020–21 III liga
2020-21 III liga,2020-21 III liga
2022–23 CONCACAF Nations League,2022–23 Ligue de nation de le CONCACAF
2022-23 CONCACAF Nations League,2022-23 Ligue de nation de le CONCACAF
2020 Sabah state election,Élection dans l de Sabah 2020
2018 New York's 14th congressional district election,2018 14e élection de district de Congrès de New York
2020–21 EFL Trophy,Trophée EFL 2020-2021
2021 VFL season,Saison 2021 VFL
Victorian Football League season,Saison de le Ligue Victorian de football
2020–21 LEB Oro season,Saison LEB Oro 2020-2021
2020–21 Danish 1st Division,2020-2021 1ère division danois
Sony Xperia 5 II,Sony Xperier 5 Plus
Force for Mexico,Force pour le Mexique
2020–21 FA Women's League Cup,Coupe de le Ligue Féminine 2020-2021
2020 Peruvian protests,Manifestation péruvien 2020
El barto,Le barto
1789 Virginia's 5th congressional district election,1789 Élection de cinquième district de Congrès de Virginie
Hospital de Emergencias Enfermera Isabel Zendal,Hospital de Emergencias Enfermera Isabel Zendal
2020–2021 Peruvian agrarian strike,Grève agraire péruvienne 2020-2021
UK Health Security Agency,Agence de sécurité sanitaire de Royaume-Uni
National Institute for Health Protection,Institut national de protection de le santé
2020 CrossFit Games,Jeu de CrossFit 2020
2021 PGA European Tour,Tournée européen de le PGA 2021
2018 Women's T20 Challenge,Défi T20 féminin 2018
2020 FIFA Club World Cup Final,Finale de le Coupe de Monde de Club de le FIFA 2020
2022 Oklahoma gubernatorial election,Élection de gouverneur de l de 2022
2021 Super GT Series,Série Super GT 2021
2020 Greater Hyderabad Municipal Corporation election,Élection de le Corporation municipal de Grand Hyderabad en 2020
2021 New Mexico's 1st congressional district special election,Élection spécial de premier district de Nouveau-Mexique 2021
2021 United States House of Representatives elections,Élection de le Chambre de représentant de États-Unis 2021
2021 NASCAR Camping World Truck Series,Série de camion NASCAR Camping World 2021
2021 Anchorage mayoral election,Élection à le mairie d 2021
2021 Virginia House of Delegates election,Élection de le Chambre de délégué de Virginie 2021
Savior of Honduras Party,Parti Sauveur de Honduras
2022 New Hampshire gubernatorial election,Élection de gouverneur de New Hampshire de 2022
2022 United States House of Representatives election in Wyoming,Élection de le Chambre de représentant de États-Unis en 2022 dans le Wyoming
Nissan NP300,Nissan NP300
Law and Order,Loi et ordre
2021 Australian Open – Day-by-day summaries,Open d 2021 – Résumés quotidien
cooperative video game,jeu vidéo coopératif
