id,label,count,relevant,event
Q12737077,occupation,2517,,
Q1210334,railway bridge,2511,,
Q18691601,ward of Tanzania,2506,,
Q591942,distributary,2497,,
Q7137435,parish council,2493,,
Q5741069,rock group,2492,,
Q378871,fatty alcohol,2492,,
Q19833736,chest tomb,2489,,
Q1352333,Orion variable,2483,,
Q27020779,ice hockey team season,2482,,
Q15642541,human-geographic territorial entity,2479,,
Q15056993,aircraft family,2477,,
Q2785216,municipality section,2469,,
Q132241,festival,2464,,1
Q15731356,apple cultivar,2461,,
Q40211238,churchyard wall,2457,,
Q53764738,Chinese character,2456,,
Q15284,municipality,2455,,
Q19692233,Wikimedia list of persons,2452,,
Q66768699,Corporation Bank branch,2452,,
Q1062509,pre-main-sequence star,2449,,
Q1577547,revenue house,2447,,
Q18761864,bank building,2444,,
Q1852859,populated place in the Netherlands,2443,,
Q30070590,magazine article,2422,,
Q15125752,rural district of Iran,2418,,
Q14659,coat of arms,2418,,
Q21869758,delegated commune,2412,,
Q2418495,independent school,2410,,
Q83620,thoroughfare,2405,,
Q28886448,work with multiple executions,2393,,
Q1143635,business school,2390,,
Q104696061,Wikibooks page,2390,,
Q192425,postcard,2377,,
Q18131152,round,2377,,
Q44782,port,2375,,
Q667509,municipality of Austria,2374,,
Q66576265,Bank of India branch,2371,,
Q386724,work,2369,,
Q51831414,labdanes,2365,,
Q167270,trademark,2361,,
Q49848,document,2359,,
Q87193797,tjern / tjärn,2353,,
Q109483571,KS X 1001 character,2350,,
Q21647744,mezzotint print,2345,,
Q150784,canyon,2339,,
Q174736,destroyer,2321,,
Q29382731,metal artwork,2316,,
Q742421,theatrical troupe,2309,,
Q83405,factory,2309,,
Q19842659,Wikimedia user language template,2305,,
Q108281588,guaiane sesquiterpenoid,2294,,
Q846659,Jewish cemetery,2289,,
Q106492558,Settlement of prehistoric times,2288,,
Q1952852,municipality of Mexico,2283,,
Q517820,carriage house,2283,,
Q1068842,footbridge,2280,,
Q861911,speech,2270,,
Q106817283,K6 telephone box,2265,,
Q1015644,Burgstall,2263,,
Q13360578,thatched cottage,2263,,
Q27971968,constituency of the House of Commons,2262,,
Q1365179,private mansion,2257,,
Q8514,desert,2257,,
Q1078374,tenement,2246,,
Q64578911,former hospital,2245,,
Q861181,Q861181,2230,,
Q812800,Be star,2229,,
Q921099,boundary marker,2222,,
Q3409032,unisex given name,2213,,
Q2990963,figure skating competition,2210,,
Q167346,botanical garden,2206,,
Q29791211,sport in a geographic region,2197,,
Q15120977,stone grave,2197,,
Q209465,campus,2196,,
Q3052382,fonds,2195,,
Q53764782,kanji character,2192,,
Q1756006,UCI Continental Team,2190,,
Q9212979,musical duo,2178,,
Q19844914,university building,2173,,
Q1630622,drinking fountain,2167,,
Q46169,national park,2165,,
Q207934,allée,2164,,
Q50393057,Paralympic sporting event,2161,1,1
Q88865432,undifferentiated kanji surname,2156,,
Q2416217,theatre troupe,2149,,
Q22580836,village in Latvia,2148,,
Q16334295,group of humans,2145,,
Q220505,film festival,2142,1,1
Q814648,parish of Denmark,2134,,
Q109610330,biogenic alkylphenol,2134,,
Q3803808,professional institute,2122,,
Q631305,rock formation,2115,,
Q3146899,diocese of the Catholic Church,2114,,
Q2023000,khutor,2108,,
Q6458,nova,2101,,
Q378427,literary award,2100,,
Q30227593,one-year-period overlapping two calendar years,2099,,
Q106491339,Neolithic settlement,2098,,
Q2092603,member,2096,,
Q1907875,master's thesis,2093,,
Q17715832,castle ruin,2092,,
Q131436,board game,2090,,
Q65943,theorem,2087,,
Q1007870,art gallery,2084,,
Q948878,dovecote,2082,,
Q75035808,alkyl caffeate ester,2082,,
Q42744322,urban municipality of Germany,2080,,
Q1054411,semiregular variable star,2070,,
Q309481,obituary,2068,,
Q15661340,ancient city,2063,,
Q14750991,Commonwealth War Graves Commission maintained cemetery,2061,,
Q811430,human-made geographic feature,2058,,
Q18524218,canton of France,2055,,
Q182676,mountain hut,2055,,
Q33384,dialect,2046,,
Q186117,timeline,2041,,
Q79913,non-governmental organization,2037,,
Q59248059,singles discography,2037,,
Q22687,bank,2031,1,
Q644507,interacting galaxy,2025,,
Q188055,siege,2022,,
Q106491386,Q106491386,2020,,
Q46195901,Paralympics delegation,2018,1,
Q40444998,academic workshop,2015,,
Q26262476,third-level administrative country subdivision in Indonesia,2012,,
Q285400,flare star,2011,,
Q28930084,parish of Victoria,2004,,
Q7315155,research center,1998,,
Q105440620,BADACOR,1988,,
Q56242063,protestant church building,1978,,
Q188913,plantation,1963,,
Q109923912,biogenic acyclic ester,1957,,
Q11755959,multi-storey urban building,1954,,
Q2977,cathedral,1943,,
Q82117,city gate,1942,,
Q131734,brewery,1941,,
Q1404150,crag,1940,,
Q476068,Act of Congress in the United States,1938,,
Q1110794,daily newspaper,1937,,
Q589282,ward or electoral division of the United Kingdom,1937,,
Q131569,treaty,1935,,
Q71574305,United Bank of India branch,1934,,
Q7316896,retraction notice,1930,,
Q856234,academic library,1928,,
Q73865589,Syndicate Bank branch,1928,,
Q1497364,building complex,1927,1,
Q221221,blazar,1927,,
Q1251403,alleyway,1926,,
Q160742,abbey,1922,,
Q5526694,Gasthaus,1918,,
Q1259759,miniseries,1915,,
Q109562462,biogenic benzofuran,1913,,
Q744913,aviation accident,1908,,
Q491713,sound,1905,,
Q151885,concept,1900,,
Q27968055,recurrent event edition,1887,,1
Q310899,microRNA,1881,,
Q66817267,Q66817267,1880,,
Q18759100,baronetcy,1878,,
Q416840,iridoid,1877,,
Q69488,MDMA,1870,,
Q740752,transport company,1863,,
Q20202352,locality of Mexico,1860,,
Q2179958,district of Peru,1857,,
Q70081950,Bank of Maharashtra branch,1851,,
Q6128115,7'' single,1850,,
Q12731,dead end street,1850,,
Q28045079,contour fort,1847,,
Q2624046,mountain chain,1845,,
Q249556,railway company,1843,,
Q35823051,nation at the World Championships in Athletics,1843,1,1
Q213441,shop,1842,,
Q18219090,woodcut print,1837,,
Q1172284,data set,1835,,
Q96482904,decision of the Supreme Court of Sweden,1827,,1
Q1366722,final,1826,,1
Q845371,void,1825,,
Q79509036,portfolio,1825,,
Q17350442,venue,1823,,
Q14752696,ancient Roman structure,1821,,
Q2198484,municipal district,1820,,
Q11670533,elevated station,1814,,
Q106612246,Wikimedia albums-by-performer category,1808,,
Q38723,higher education institution,1807,,
Q10648343,duo,1805,,
Q13220204,second-level administrative country subdivision,1804,,
Q1320047,book publisher,1803,,
Q2811,submarine,1798,,
Q210223,sloop,1796,,
Q757292,border checkpoint,1794,,
Q1128397,convent,1792,,
Q21167233,Commons gallery,1792,,
Q131647,medal,1790,,
Q244264,dwarf nova,1785,,
Q169336,mixture,1774,,
Q7940973,voluntary controlled school,1774,,
Q269770,boarding school,1771,,
Q955824,learned society,1771,,
Q36330215,Wikimedia location map template,1768,,
Q7777570,theatrical production,1755,,
Q170321,wetland,1755,,
Q10438042,bus company,1754,,
Q13221722,third-level administrative country subdivision,1753,,
Q16024164,medical journal,1741,,
Q604177,municipal archive,1741,,
Q2352616,catalogue,1740,,
Q11448906,science award,1739,,
Q17210,container ship,1731,,
Q109910560,biogenic aliphatic hydrocarbon,1730,,
Q207436,supernova remnant,1724,,
Q1484611,buurtschap,1715,,
Q20646667,plain stage,1715,,
Q88163834,bulletin,1712,,
Q74539826,Kotak Mahindra Bank branch,1709,,
Q105731,lock,1699,,
Q62049,county seat,1695,,
Q1711593,edited volume,1695,,
Q56750657,hermitage church,1694,,
Q2143825,hiking trail,1693,,
Q43501,zoo,1693,,
Q66771621,Dena Bank branch,1691,,
Q15893266,former entity,1687,,
Q23002054,private not-for-profit educational institution,1683,,
Q17487588,unavailable combination,1672,,
Q42998,orchestra,1671,,
Q1366112,drama television series,1668,,
Q42211429,township of Minnesota,1667,,
Q106179098,sailboat class,1667,,
Q50823455,Hebrew calendar year,1666,,
Q25550691,town hall,1663,,
Q1343246,English country house,1659,,
Q641226,arena,1656,,
Q3208559,Candomblé terreiro,1656,,
Q155239,Indian reservation of Canada,1655,,
Q17014622,Dutch municipal council,1654,,
Q5154047,quarter/commune of Cambodia,1651,,
Q1307347,boundary,1650,,
Q37901,strait,1649,,
Q111236457,Catalonia school,1648,,
Q17205621,township of Iowa,1647,,
Q101073445,New Zealand Legislative Instrument,1645,,
Q2039348,municipality of the Netherlands,1643,,
Q192810,graben,1636,,
Q12225020,uzlah,1636,,
Q581714,animated series,1635,,
Q61663696,bicycle-sharing station,1632,,
Q483242,laboratory,1631,,
Q23002039,public educational institution of the United States,1619,,
Q108407223,kaurane diterpenoid,1619,,
Q1664720,institute,1615,,
Q17156793,American football team,1610,,
Q21100463,natural monument in the Czech Republic,1609,,
Q89021600,B road,1609,,
Q22807280,flag of a country subdivision,1604,,
Q7379880,runic inscription,1602,,
Q796174,site of community importance,1596,,
Q18396864,aquatint print,1593,,
Q9035798,township of Pennsylvania,1588,,
Q55463514,tribal area,1584,,
Q6251,Wolf–Rayet star,1582,,
Q936076,W Virginis variable,1577,,
Q27787439,film festival edition,1576,,1
Q88865447,undifferentiated kana surname,1576,,
Q687188,ward of Vietnam,1572,,
Q191851,vase,1571,,
Q13402009,apartment building,1570,,
Q1371849,filmography,1568,,
Q203958,reflection nebula,1567,,
Q25295,language family,1563,,
Q192078,lenticular galaxy,1561,,
Q1066288,figurine,1559,,
Q4006,map,1555,,
Q783866,JavaScript library,1555,,
Q850270,concept car,1554,,
Q63248569,scenic reserve,1554,,
Q3504085,rural municipality of Poland,1553,,
Q4677783,Act of the Parliament of the United Kingdom,1550,,
Q66050470,conjugation table for French verb,1550,,
Q12292478,estate,1547,,
Q23019040,geographic township of Quebec,1546,,
Q2989398,commune of Algeria,1544,,
Q13132631,Welsh-medium school,1540,,
Q428661,U-boat,1536,,
Q17928402,blog post,1535,,
Q902814,border town,1534,,
Q18142,high-rise building,1530,,
Q856584,library building,1529,,
Q1329623,cultural center,1524,,
Q2367225,university and college sports club,1521,,
Q15123870,lithograph,1519,,
Q1004,comics,1517,,
Q162875,mausoleum,1515,,
Q628179,trail,1509,,
Q1107656,garden,1505,,
Q174814,electrical substation,1504,,
Q16748868,city walls,1502,,
Q748998,fire lookout tower,1498,,
Q24764,municipality of the Philippines,1496,,
Q45776,fjord,1496,,
Q82799,name,1494,,
Q580922,preprint,1488,,
Q1279564,short story collection,1485,,
Q7094076,online database,1482,,
Q464980,exhibition,1479,,1
Q1153392,S-type star,1479,,
Q1269627,amendment,1479,,
Q188040,quarry,1477,,
Q7944,earthquake,1474,1,1
Q15276,bulk carrier,1474,,
Q1498804,multiple dwellings,1466,,
Q18247357,group of structures or buildings,1464,,
Q830831,Beta Lyrae variable,1464,,
Q108527275,lanostane triterpenoid,1463,,
Q23866334,motorcycle model,1461,,
Q19847637,Wikidata property for an identifier,1459,,
Q100165600,Local Act of the Parliament of the United Kingdom,1458,,
Q9143,programming language,1457,,
Q92707903,PM20 subject category,1453,,
Q3812392,union council of Bangladesh,1451,,
Q12488913,kampung of Papua,1449,,
Q679165,squadron,1448,,
Q61476,fatty acid,1447,,
Q17198545,township of Illinois,1442,,
Q3152824,cultural institution,1442,,
Q185243,gravitational lens,1442,,
Q1245089,promontory,1442,,
Q73887153,Oriental Bank of Commerce branch,1438,,
Q494829,bus station,1434,,
Q46686,reredos,1433,,
Q3240715,crater,1430,,
Q75006800,Ang,1430,,
Q14406742,comic book series,1427,,
Q1059564,cataclysmic variable star,1427,,
Q1021106,town house,1426,,
Q53460949,manga chapter,1424,,
Q101008619,rescue excavation,1422,,
Q11455398,patronymic surname,1419,,
Q4976993,civil parish,1418,,
Q17172602,monumental cross,1416,,
Q15944511,association football team,1412,,
Q1589009,privately held company,1411,,
Q490329,dong of South Korea,1410,,
Q5004679,path,1409,,
Q15217609,titular see,1408,,
Q2659904,government organization,1407,,
Q2583015,ghetto in Nazi-occupied Europe,1407,,
Q50846468,sports tour,1405,,
Q12020836,timber-framed house,1405,,
Q2006279,provincial park of Canada,1404,,
Q1802963,mansion,1403,,
Q64037785,county courthouse,1401,,
Q17205735,township of Kansas,1399,,
Q1137809,courthouse,1396,,
Q55850643,music track without vocals,1395,,
Q6270791,township of Missouri,1394,,
Q692630,outdoor gym,1392,,
Q4502142,visual artwork,1391,,
Q2046325,round barrow,1384,,
Q19776628,Latin-script letter,1380,,
Q1713379,boys' school,1377,,
Q494230,medical school,1376,,
Q49695242,restriction enzyme type,1373,,
Q1802801,rural municipality of Austria,1371,,
Q1289426,county of China,1366,,
Q17317604,professional wrestling event,1360,,1
Q22809413,Chinese given name,1360,,
Q109583589,biogenic coumarin,1357,,
Q108381958,clerodane diterpenoid,1354,,
Q8513,database,1351,,
Q193475,menhir,1351,,
Q3374808,penny dreadful,1351,,
Q19723451,smartphone model,1350,,
Q1363599,passenger train,1350,,
Q271669,landform,1343,,
Q43109,referendum,1337,,
Q21573182,natural monument in Germany,1337,,
Q97072190,religious ceramic panel,1335,,
Q8776398,collective population entity of Spain,1330,,
Q846110,nuclear isomer,1323,,
Q15145593,tram line,1322,,
Q21562164,National Historical Commission of the Philippines historical marker,1320,,
Q374821,film poster,1320,,
Q959309,coal mine,1319,,
Q15092344,urban area in Norway,1318,,
Q17318027,rural commune of Morocco,1315,,
Q422211,Site of Special Scientific Interest,1315,,
Q18019452,A road,1315,,
Q221722,bike path,1315,,
Q60754876,grade of an order,1314,,
Q45182324,retracted paper,1313,,
Q17198620,township of Ohio,1311,,
Q22667,railway,1309,,
Q41982239,navigation channel,1307,,
Q685309,former municipality of Switzerland,1306,,
Q1347298,serialized fiction,1306,,
Q3760158,nomen,1303,,
Q3778211,legal person,1302,,
Q2122052,qualification,1298,,
Q598227,militaria,1298,,
Q2922711,bowl game,1296,,
Q12043905,pastel,1293,,
Q72984778,Federal Bank branch,1293,,
Q72704237,cataclysmic binary candidate,1293,,
Q645883,military operation,1292,,
Q90834785,racing automobile model,1290,,
Q14645593,rugby union team,1289,,
Q861951,police station,1289,,
Q845169,high mass X-ray binary,1286,,
Q190429,depression,1286,,
Q39811647,translated work,1285,,
Q24027556,township of Arkansas,1284,,
Q20741022,digital camera model,1283,,
Q166142,application,1280,,
Q274153,water tower,1279,,
Q2990946,golf tournament,1278,,
Q8072,volcano,1277,,
Q3192808,commune of Madagascar,1273,,
Q55710865,pan,1273,,
Q2007502,OH/IR star,1272,,
Q1445650,holiday,1267,,
Q7930989,city/town,1266,,
Q27521,supercluster,1266,,
Q193622,order,1261,,
Q92086,promontory fort,1261,,
Q2016147,ogham stone,1259,,
Q60534895,proposed site of community importance,1256,,
Q15265344,broadcaster,1254,,
Q1989945,agrotown,1252,,
Q1147395,district of Turkey,1250,,
Q58632367,scholarly conference abstract,1250,,
Q253623,patent,1248,,
Q56557504,city of Iran,1247,,
Q133492,letter,1246,,
Q1426271,route nationale,1245,,
Q19953632,former administrative territorial entity,1244,,
Q184784,architectural drawing,1242,,
Q644371,international airport,1239,,
Q1362225,warehouse,1238,,
Q106602575,Ogham Stone Concept,1237,,
Q25379,play,1236,,
Q75520,plateau,1231,,
Q11460,clothing,1230,,
Q6979593,national association football team,1229,,
Q202866,animated film,1227,,
Q47461807,candidate set,1227,,
Q17456783,building with triangular gable,1224,,
Q1141054,irregular variable,1220,,
Q158438,arch bridge,1219,,
Q695992,niche,1217,,
Q507619,retail chain,1211,,
Q120560,minor basilica,1210,,
Q1311958,railway tunnel,1207,,
Q109476791,"biogenic 2,5-diketopiperazine",1206,,
Q132821,murder,1205,,
Q20646670,hilly stage,1202,,
Q55454947,subcommittee of a technical committee,1202,,
Q1965390,Narrenzunft,1200,,
Q231250,lace,1200,,
Q1440300,observation tower,1199,,
Q63099748,hotel building,1199,,
Q3511132,series,1199,,
Q66538936,Vijaya Bank branch,1198,,
Q89503149,chromolithograph,1195,,
Q23039057,bus model,1190,,
Q29154515,chapter of the Bible,1189,,
Q46622,controlled-access highway,1186,,
Q19730508,former municipality,1185,,
Q6558431,coal-fired power station,1185,,
Q4414033,rural council of Ukraine,1185,,
Q744296,wooden church,1184,,
Q15079663,rapid transit railway line,1183,,
Q2087181,historic house museum,1182,,
Q16887380,group,1181,,
Q1760610,comic book,1181,,
Q15069452,Natura 2000 protected area,1181,,
Q902104,private university,1179,1,
Q191992,headland,1178,,
Q1187691,roadside station in Japan,1178,,
Q131186,choir,1176,,
Q5926864,group of lakes,1175,,
Q17299750,snooker tournament,1174,,1
Q20437094,installation artwork,1174,,
Q3177968,waterhole,1174,,
Q149621,district,1173,,
Q130003,ski resort,1173,,
Q245016,military base,1172,,
Q1595639,local museum,1170,,
Q72030539,farmstead,1170,,
Q5961,X-ray binary,1169,,
Q672070,photographic studio,1167,,
Q19796778,route départementale,1167,,
Q161439,jewelry,1167,,
Q3099732,technical report,1167,,
Q10594991,nature area,1165,,
Q62059246,public reserve,1163,,
Q1959314,Protected area of Russia,1161,,
Q12819564,station,1160,,
Q184296,tapestry,1160,,
Q108565075,taraxastane / ursane triterpenoid,1160,,
Q2750108,priory,1155,,
Q194408,nunatak,1154,,
Q15709879,artwork series,1154,,
Q100773131,economy of region,1154,,
Q15324,body of water,1153,,
Q23983664,demographics of country or region,1152,,
Q2438638,solitary,1149,,
Q210112,nuclear weapons test,1148,,
Q2651004,palazzo,1147,,
Q1141942,Alpha² Canum Venaticorum variable,1147,,
Q2463705,Special Protection Area,1146,,
Q75804428,Pragathi Krishna Gramin Bank branch,1144,,
Q797219,BY Draconis variable,1143,,
Q856713,Christian hymn,1142,,
Q76389918,pregnane steroid,1141,,
Q11034,printing,1140,,
Q169534,division,1129,,
Q8719053,music venue,1129,,
Q580499,oratory,1128,,
Q623605,gristmill,1127,,
Q2354973,road tunnel,1126,,
Q98775491,family name named after given name,1126,,
